Results for running testme.c:
Iteration 1: c = [, s = rtt, state = 0
Iteration 19243: c = x, s = ttsetr, state = 9
Iteration 19244: c = (, s = , state = 9
Iteration 19245: c =  , s = tste, state = 9
Iteration 19246: c = a, s = , state = 9
Iteration 19247: c = (, s = ttettr, state = 9
Iteration 19248: c = {, s = seeets, state = 9
Iteration 19249: c = ], s = ests, state = 9
Iteration 19250: c = ], s = t, state = 9
Iteration 19251: c = x, s = , state = 9
Iteration 19252: c = (, s = s, state = 9
Iteration 19253: c = {, s = esr, state = 9
Iteration 19254: c = {, s = , state = 9
Iteration 19255: c = a, s = rste, state = 9
Iteration 19256: c = (, s = s, state = 9
Iteration 19257: c = x, s = tste, state = 9
Iteration 19258: c = ], s = tt, state = 9
Iteration 19259: c = ), s = tstret, state = 9
Iteration 19260: c = (, s = r, state = 9
Iteration 19261: c = ], s = esss, state = 9
Iteration 19262: c = {, s = rs, state = 9
Iteration 19263: c = [, s = ts, state = 9
Iteration 19264: c = a, s = etrt, state = 9
Iteration 19265: c = {, s = rsrtes, state = 9
Iteration 19266: c = ], s = te, state = 9
Iteration 19267: c = ), s = r, state = 9
Iteration 19268: c = a, s = r, state = 9
Iteration 19269: c = (, s = , state = 9
Iteration 19270: c = x, s = s, state = 9
Iteration 19271: c = x, s = rsrstr, state = 9
Iteration 19272: c = a, s = ssrset, state = 9
Iteration 19273: c = {, s = teette, state = 9
Iteration 19274: c = }, s = , state = 9
Iteration 19275: c = [, s = srr, state = 9
Iteration 19276: c = }, s = trrsst, state = 9
Iteration 19277: c =  , s = ree, state = 9
Iteration 19278: c = a, s = , state = 9
Iteration 19279: c = ), s = , state = 9
Iteration 19280: c = ), s = r, state = 9
Iteration 19281: c = ], s = e, state = 9
Iteration 19282: c = ), s = eresrs, state = 9
Iteration 19283: c = [, s = serter, state = 9
Iteration 19284: c = [, s = eeeesr, state = 9
Iteration 19285: c = [, s = eet, state = 9
Iteration 19286: c = ], s = ssrrr, state = 9
Iteration 19287: c = a, s = rt, state = 9
Iteration 19288: c = ), s = se, state = 9
Iteration 19289: c = a, s = sseets, state = 9
Iteration 19290: c = ), s = rtsstr, state = 9
Iteration 19291: c = ), s = t, state = 9
Iteration 19292: c = ), s = rsrsre, state = 9
Iteration 19293: c = (, s = r, state = 9
Iteration 19294: c = ], s = stsstr, state = 9
Iteration 19295: c = a, s = ere, state = 9
Iteration 19296: c = {, s = rrtrsr, state = 9
Iteration 19297: c = x, s = tsert, state = 9
Iteration 19298: c = x, s = , state = 9
Iteration 19299: c = ], s = trsrst, state = 9
Iteration 19300: c = x, s = rter, state = 9
Iteration 19301: c = ], s = tsetes, state = 9
Iteration 19302: c = ), s = , state = 9
Iteration 19303: c = {, s = s, state = 9
Iteration 19304: c = {, s = t, state = 9
Iteration 19305: c = {, s = e, state = 9
Iteration 19306: c = ], s = , state = 9
Iteration 19307: c = a, s = ttst, state = 9
Iteration 19308: c = x, s = r, state = 9
Iteration 19309: c = {, s = rtrtr, state = 9
Iteration 19310: c = {, s = t, state = 9
Iteration 19311: c = ), s = , state = 9
Iteration 19312: c = }, s = , state = 9
Iteration 19313: c = x, s = rrerte, state = 9
Iteration 19314: c = a, s = ree, state = 9
Iteration 19315: c = [, s = eeerrr, state = 9
Iteration 19316: c =  , s = t, state = 9
Iteration 19317: c = a, s = , state = 9
Iteration 19318: c = x, s = esttre, state = 9
Iteration 19319: c = ), s = s, state = 9
Iteration 19320: c = ], s = r, state = 9
Iteration 19321: c = x, s = tttrrr, state = 9
Iteration 19322: c = x, s = t, state = 9
Iteration 19323: c = ), s = tesrrs, state = 9
Iteration 19324: c = }, s = s, state = 9
Iteration 19325: c = [, s = , state = 9
Iteration 19326: c = (, s = t, state = 9
Iteration 19327: c = ), s = e, state = 9
Iteration 19328: c = a, s = ersre, state = 9
Iteration 19329: c = {, s = s, state = 9
Iteration 19330: c = ], s = tester, state = 9
Iteration 19331: c =  , s = ettrse, state = 9
Iteration 19332: c =  , s = t, state = 9
Iteration 19333: c = [, s = s, state = 9
Iteration 19334: c = ], s = ertees, state = 9
Iteration 19335: c = x, s = , state = 9
Iteration 19336: c = [, s = ttee, state = 9
Iteration 19337: c = x, s = tsrtts, state = 9
Iteration 19338: c = ), s = , state = 9
Iteration 19339: c = }, s = tstr, state = 9
Iteration 19340: c = x, s = , state = 9
Iteration 19341: c = a, s = se, state = 9
Iteration 19342: c = x, s = , state = 9
Iteration 19343: c = ), s = eses, state = 9
Iteration 19344: c = }, s = re, state = 9
Iteration 19345: c = ), s = se, state = 9
Iteration 19346: c = {, s = retest, state = 9
Iteration 19347: c = {, s = , state = 9
Iteration 19348: c = [, s = t, state = 9
Iteration 19349: c = x, s = reetrr, state = 9
Iteration 19350: c = [, s = rt, state = 9
Iteration 19351: c = {, s = , state = 9
Iteration 19352: c = (, s = rrses, state = 9
Iteration 19353: c = a, s = s, state = 9
Iteration 19354: c = (, s = sse, state = 9
Iteration 19355: c = }, s = s, state = 9
Iteration 19356: c = {, s = rretet, state = 9
Iteration 19357: c =  , s = ttss, state = 9
Iteration 19358: c = {, s = tsrt, state = 9
Iteration 19359: c =  , s = st, state = 9
Iteration 19360: c = [, s = teeees, state = 9
Iteration 19361: c = }, s = , state = 9
Iteration 19362: c = x, s = ss, state = 9
Iteration 19363: c = ), s = e, state = 9
Iteration 19364: c =  , s = rr, state = 9
Iteration 19365: c =  , s = , state = 9
Iteration 19366: c =  , s = ee, state = 9
Iteration 19367: c = ], s = rtes, state = 9
Iteration 19368: c = [, s = ttrrr, state = 9
Iteration 19369: c = {, s = esstse, state = 9
Iteration 19370: c = {, s = rt, state = 9
Iteration 19371: c = x, s = , state = 9
Iteration 19372: c = a, s = , state = 9
Iteration 19373: c = ), s = tt, state = 9
Iteration 19374: c = ], s = es, state = 9
Iteration 19375: c = {, s = eesstr, state = 9
Iteration 19376: c = a, s = tst, state = 9
Iteration 19377: c = }, s = , state = 9
Iteration 19378: c = x, s = rtstre, state = 9
Iteration 19379: c = (, s = strrr, state = 9
Iteration 19380: c = a, s = tss, state = 9
Iteration 19381: c = ), s = srtst, state = 9
Iteration 19382: c = (, s = , state = 9
Iteration 19383: c = ], s = rsetr, state = 9
Iteration 19384: c = [, s = rttese, state = 9
Iteration 19385: c = ), s = te, state = 9
Iteration 19386: c = ), s = e, state = 9
Iteration 19387: c = x, s = tt, state = 9
Iteration 19388: c = x, s = re, state = 9
Iteration 19389: c = x, s = , state = 9
Iteration 19390: c = (, s = rsteer, state = 9
Iteration 19391: c = }, s = , state = 9
Iteration 19392: c = ], s = , state = 9
Iteration 19393: c = ), s = rere, state = 9
Iteration 19394: c = ), s = tr, state = 9
Iteration 19395: c = x, s = tse, state = 9
Iteration 19396: c = {, s = res, state = 9
Iteration 19397: c = x, s = resr, state = 9
Iteration 19398: c =  , s = , state = 9
Iteration 19399: c = x, s = , state = 9
Iteration 19400: c = a, s = rsrtrt, state = 9
Iteration 19401: c = ), s = ssrrrr, state = 9
Iteration 19402: c = ), s = rr, state = 9
Iteration 19403: c = (, s = srte, state = 9
Iteration 19404: c = {, s = et, state = 9
Iteration 19405: c = a, s = s, state = 9
Iteration 19406: c = ], s = e, state = 9
Iteration 19407: c = ], s = retstt, state = 9
Iteration 19408: c = ], s = s, state = 9
Iteration 19409: c =  , s = ss, state = 9
Iteration 19410: c = ], s = reress, state = 9
Iteration 19411: c = (, s = tt, state = 9
Iteration 19412: c = x, s = , state = 9
Iteration 19413: c = a, s = r, state = 9
Iteration 19414: c = (, s = rrsrtr, state = 9
Iteration 19415: c = ], s = e, state = 9
Iteration 19416: c = a, s = t, state = 9
Iteration 19417: c = x, s = rtrt, state = 9
Iteration 19418: c =  , s = teette, state = 9
Iteration 19419: c = x, s = etesse, state = 9
Iteration 19420: c = }, s = ee, state = 9
Iteration 19421: c = ], s = , state = 9
Iteration 19422: c = ], s = s, state = 9
Iteration 19423: c = x, s = t, state = 9
Iteration 19424: c =  , s = ettss, state = 9
Iteration 19425: c = }, s = st, state = 9
Iteration 19426: c = ), s = trrs, state = 9
Iteration 19427: c = x, s = eeeers, state = 9
Iteration 19428: c =  , s = settet, state = 9
Iteration 19429: c = (, s = tttse, state = 9
Iteration 19430: c =  , s = , state = 9
Iteration 19431: c = a, s = ess, state = 9
Iteration 19432: c =  , s = tsrsrr, state = 9
Iteration 19433: c = {, s = e, state = 9
Iteration 19434: c =  , s = rtr, state = 9
Iteration 19435: c = x, s = e, state = 9
Iteration 19436: c = }, s = , state = 9
Iteration 19437: c = {, s = rststs, state = 9
Iteration 19438: c =  , s = rerret, state = 9
Iteration 19439: c = (, s = er, state = 9
Iteration 19440: c = }, s = ssetrs, state = 9
Iteration 19441: c = (, s = eerttr, state = 9
Iteration 19442: c = {, s = esttr, state = 9
Iteration 19443: c = ], s = t, state = 9
Iteration 19444: c = }, s = rsr, state = 9
Iteration 19445: c = ), s = , state = 9
Iteration 19446: c =  , s = ett, state = 9
Iteration 19447: c = a, s = , state = 9
Iteration 19448: c =  , s = se, state = 9
Iteration 19449: c =  , s = s, state = 9
Iteration 19450: c = [, s = ree, state = 9
Iteration 19451: c =  , s = tstss, state = 9
Iteration 19452: c = x, s = t, state = 9
Iteration 19453: c = (, s = ete, state = 9
Iteration 19454: c = {, s = , state = 9
Iteration 19455: c = ), s = sr, state = 9
Iteration 19456: c = [, s = e, state = 9
Iteration 19457: c = {, s = rt, state = 9
Iteration 19458: c = x, s = tesrrr, state = 9
Iteration 19459: c = (, s = steetr, state = 9
Iteration 19460: c = ], s = rs, state = 9
Iteration 19461: c = ], s = tsstrs, state = 9
Iteration 19462: c = x, s = t, state = 9
Iteration 19463: c = {, s = rrtr, state = 9
Iteration 19464: c =  , s = , state = 9
Iteration 19465: c = (, s = ert, state = 9
Iteration 19466: c = ), s = , state = 9
Iteration 19467: c = ), s = rs, state = 9
Iteration 19468: c =  , s = eeesre, state = 9
Iteration 19469: c = (, s = tes, state = 9
Iteration 19470: c = }, s = rt, state = 9
Iteration 19471: c = x, s = teerrr, state = 9
Iteration 19472: c = a, s = rrsttr, state = 9
Iteration 19473: c = (, s = rert, state = 9
Iteration 19474: c = (, s = se, state = 9
Iteration 19475: c = (, s = sreser, state = 9
Iteration 19476: c =  , s = ers, state = 9
Iteration 19477: c = {, s = rers, state = 9
Iteration 19478: c =  , s = , state = 9
Iteration 19479: c = }, s = , state = 9
Iteration 19480: c = [, s = , state = 9
Iteration 19481: c =  , s = trertt, state = 9
Iteration 19482: c = ), s = ttrses, state = 9
Iteration 19483: c = x, s = tsestt, state = 9
Iteration 19484: c = [, s = eesr, state = 9
Iteration 19485: c = a, s = , state = 9
Iteration 19486: c = x, s = rtrres, state = 9
Iteration 19487: c = a, s = , state = 9
Iteration 19488: c = x, s = , state = 9
Iteration 19489: c = ], s = tse, state = 9
Iteration 19490: c = ], s = sse, state = 9
Iteration 19491: c = a, s = rrtrrr, state = 9
Iteration 19492: c =  , s = etrre, state = 9
Iteration 19493: c = ], s = rettre, state = 9
Iteration 19494: c = [, s = t, state = 9
Iteration 19495: c = (, s = eessss, state = 9
Iteration 19496: c = (, s = , state = 9
Iteration 19497: c =  , s = te, state = 9
Iteration 19498: c = {, s = rrt, state = 9
Iteration 19499: c = ), s = es, state = 9
Iteration 19500: c = (, s = r, state = 9
Iteration 19501: c = (, s = es, state = 9
Iteration 19502: c = }, s = r, state = 9
Iteration 19503: c = a, s = trt, state = 9
Iteration 19504: c =  , s = serrst, state = 9
Iteration 19505: c = (, s = ssrtee, state = 9
Iteration 19506: c = {, s = set, state = 9
Iteration 19507: c = (, s = tttsrt, state = 9
Iteration 19508: c = [, s = , state = 9
Iteration 19509: c = a, s = ttsrss, state = 9
Iteration 19510: c = ), s = , state = 9
Iteration 19511: c = x, s = rtrter, state = 9
Iteration 19512: c = (, s = e, state = 9
Iteration 19513: c = }, s = tt, state = 9
Iteration 19514: c =  , s = , state = 9
Iteration 19515: c = (, s = r, state = 9
Iteration 19516: c = {, s = e, state = 9
Iteration 19517: c = (, s = ssesrt, state = 9
Iteration 19518: c = a, s = , state = 9
Iteration 19519: c = ], s = est, state = 9
Iteration 19520: c = }, s = srstet, state = 9
Iteration 19521: c = (, s = ee, state = 9
Iteration 19522: c =  , s = es, state = 9
Iteration 19523: c = a, s = re, state = 9
Iteration 19524: c = ), s = er, state = 9
Iteration 19525: c = ), s = ees, state = 9
Iteration 19526: c = (, s = tsrer, state = 9
Iteration 19527: c = ), s = e, state = 9
Iteration 19528: c =  , s = e, state = 9
Iteration 19529: c = ), s = ret, state = 9
Iteration 19530: c = ), s = trstss, state = 9
Iteration 19531: c = [, s = , state = 9
Iteration 19532: c = ], s = rrssst, state = 9
Iteration 19533: c = ], s = st, state = 9
Iteration 19534: c = ), s = , state = 9
Iteration 19535: c = a, s = erre, state = 9
Iteration 19536: c = ), s = ss, state = 9
Iteration 19537: c = [, s = s, state = 9
Iteration 19538: c = [, s = te, state = 9
Iteration 19539: c = {, s = , state = 9
Iteration 19540: c = ], s = ts, state = 9
Iteration 19541: c = [, s = eerrs, state = 9
Iteration 19542: c = ), s = , state = 9
Iteration 19543: c = a, s = re, state = 9
Iteration 19544: c = ), s = rretss, state = 9
Iteration 19545: c = x, s = ete, state = 9
Iteration 19546: c = ], s = , state = 9
Iteration 19547: c = x, s = eetssr, state = 9
Iteration 19548: c = x, s = ee, state = 9
Iteration 19549: c = x, s = e, state = 9
Iteration 19550: c = x, s = ettrrs, state = 9
Iteration 19551: c = (, s = er, state = 9
Iteration 19552: c = ), s = eetts, state = 9
Iteration 19553: c = x, s = , state = 9
Iteration 19554: c = [, s = reree, state = 9
Iteration 19555: c = {, s = eee, state = 9
Iteration 19556: c = a, s = s, state = 9
Iteration 19557: c =  , s = tstst, state = 9
Iteration 19558: c = ], s = ettt, state = 9
Iteration 19559: c = }, s = s, state = 9
Iteration 19560: c = x, s = estre, state = 9
Iteration 19561: c = }, s = essess, state = 9
Iteration 19562: c = (, s = ss, state = 9
Iteration 19563: c = a, s = setess, state = 9
Iteration 19564: c = {, s = ts, state = 9
Iteration 19565: c =  , s = serre, state = 9
Iteration 19566: c = ), s = rs, state = 9
Iteration 19567: c = x, s = terr, state = 9
Iteration 19568: c = ], s = sttsrs, state = 9
Iteration 19569: c = a, s = eeerrt, state = 9
Iteration 19570: c =  , s = ttstre, state = 9
Iteration 19571: c = }, s = tsre, state = 9
Iteration 19572: c = ), s = rstsre, state = 9
Iteration 19573: c = (, s = er, state = 9
Iteration 19574: c = [, s = teseee, state = 9
Iteration 19575: c = }, s = t, state = 9
Iteration 19576: c = (, s = ts, state = 9
Iteration 19577: c = x, s = sr, state = 9
Iteration 19578: c = }, s = t, state = 9
Iteration 19579: c = (, s = , state = 9
Iteration 19580: c = ], s = rr, state = 9
Iteration 19581: c = a, s = , state = 9
Iteration 19582: c = {, s = estett, state = 9
Iteration 19583: c = a, s = reee, state = 9
Iteration 19584: c = ], s = , state = 9
Iteration 19585: c = }, s = str, state = 9
Iteration 19586: c = ), s = esesee, state = 9
Iteration 19587: c = ), s = , state = 9
Iteration 19588: c = ], s = stsese, state = 9
Iteration 19589: c =  , s = , state = 9
Iteration 19590: c = ), s = , state = 9
Iteration 19591: c = }, s = s, state = 9
Iteration 19592: c = [, s = te, state = 9
Iteration 19593: c = {, s = tr, state = 9
Iteration 19594: c = (, s = , state = 9
Iteration 19595: c =  , s = t, state = 9
Iteration 19596: c = ), s = rrettr, state = 9
Iteration 19597: c = ], s = e, state = 9
Iteration 19598: c =  , s = ree, state = 9
Iteration 19599: c = }, s = ettr, state = 9
Iteration 19600: c = x, s = tssrs, state = 9
Iteration 19601: c = }, s = tes, state = 9
Iteration 19602: c = (, s = rsserr, state = 9
Iteration 19603: c = a, s = , state = 9
Iteration 19604: c =  , s = srrs, state = 9
Iteration 19605: c = [, s = tr, state = 9
Iteration 19606: c = {, s = ess, state = 9
Iteration 19607: c = a, s = ee, state = 9
Iteration 19608: c = a, s = tetrtr, state = 9
Iteration 19609: c = [, s = , state = 9
Iteration 19610: c = [, s = , state = 9
Iteration 19611: c = x, s = s, state = 9
Iteration 19612: c = (, s = , state = 9
Iteration 19613: c = x, s = etttre, state = 9
Iteration 19614: c = {, s = rr, state = 9
Iteration 19615: c = ), s = es, state = 9
Iteration 19616: c = a, s = seeeer, state = 9
Iteration 19617: c = a, s = strrtt, state = 9
Iteration 19618: c = {, s = reesee, state = 9
Iteration 19619: c = a, s = ts, state = 9
Iteration 19620: c = x, s = ttsrrt, state = 9
Iteration 19621: c =  , s = t, state = 9
Iteration 19622: c = ), s = , state = 9
Iteration 19623: c = {, s = rstr, state = 9
Iteration 19624: c = {, s = ett, state = 9
Iteration 19625: c = a, s = rertse, state = 9
Iteration 19626: c = x, s = etrsrt, state = 9
Iteration 19627: c = ), s = ts, state = 9
Iteration 19628: c = [, s = esrssr, state = 9
Iteration 19629: c = a, s = rttt, state = 9
Iteration 19630: c = [, s = es, state = 9
Iteration 19631: c = [, s = ss, state = 9
Iteration 19632: c = (, s = ttesse, state = 9
Iteration 19633: c = (, s = , state = 9
Iteration 19634: c = ], s = reters, state = 9
Iteration 19635: c = ], s = setets, state = 9
Iteration 19636: c =  , s = ettsee, state = 9
Iteration 19637: c = [, s = tss, state = 9
Iteration 19638: c = }, s = rssetr, state = 9
Iteration 19639: c = }, s = rsssrr, state = 9
Iteration 19640: c = (, s = rrtete, state = 9
Iteration 19641: c = [, s = , state = 9
Iteration 19642: c = [, s = tet, state = 9
Iteration 19643: c = (, s = , state = 9
Iteration 19644: c = ], s = et, state = 9
Iteration 19645: c = }, s = etrsts, state = 9
Iteration 19646: c = (, s = re, state = 9
Iteration 19647: c = a, s = ss, state = 9
Iteration 19648: c =  , s = trrete, state = 9
Iteration 19649: c = [, s = tese, state = 9
Iteration 19650: c = ), s = s, state = 9
Iteration 19651: c = [, s = e, state = 9
Iteration 19652: c =  , s = rsrrss, state = 9
Iteration 19653: c = ), s = s, state = 9
Iteration 19654: c =  , s = tres, state = 9
